,Dates,Price
1810,20-12-2015,"2,567"
1811,21-12-2015,"2,533"
1812,22-12-2015,"2,546"
1813,23-12-2015,"2,551"
1814,24-12-2015,"2,542"
1815,25-12-2015,"2,564"
1816,26-12-2015,"2,572"
1817,27-12-2015,"2,572"
1818,28-12-2015,"2,516"
1819,29-12-2015,"2,476"
1820,30-12-2015,"2,493"
1821,31-12-2015,"2,502"
1822,01-01-2016,"2,665"
1823,02-01-2016,"2,665"
1824,03-01-2016,"2,652"
1825,04-01-2016,"2,668"
1826,05-01-2016,"2,637"
1827,06-01-2016,"2,636"
1828,07-01-2016,"2,615"
1829,08-01-2016,"2,615"
1830,09-01-2016,"2,615"
1831,10-01-2016,"2,611"
1832,11-01-2016,"2,626"
1833,12-01-2016,"2,605"
1834,13-01-2016,"2,589"
1835,14-01-2016,"2,599"
1836,15-01-2016,"2,612"
1837,16-01-2016,"2,611"
1838,17-01-2016,"2,560"
1839,18-01-2016,"2,572"
1840,19-01-2016,"2,554"
1841,20-01-2016,"2,570"
1842,21-01-2016,"2,594"
1843,22-01-2016,"2,598"
1844,23-01-2016,"2,590"
1845,24-01-2016,"2,590"
1846,25-01-2016,"2,570"
1847,26-01-2016,"2,539"
1848,27-01-2016,"2,534"
1849,28-01-2016,"2,497"
1850,29-01-2016,"2,497"
1851,30-01-2016,"2,497"
1852,31-01-2016,"2,491"
1853,01-02-2016,"2,933"
1854,02-02-2016,"2,933"
1855,03-02-2016,"2,933"
1856,04-02-2016,"2,945"
1857,05-02-2016,"2,941"
1858,06-02-2016,"2,929"
1859,07-02-2016,"2,897"
1860,08-02-2016,"2,884"
1861,09-02-2016,"2,950"
1862,10-02-2016,"2,950"
1863,11-02-2016,"2,924"
1864,12-02-2016,"2,871"
1865,13-02-2016,"2,879"
1866,14-02-2016,"2,850"
1867,15-02-2016,"2,872"
1868,16-02-2016,"2,940"
1869,17-02-2016,"2,940"
1870,18-02-2016,"2,949"
1871,19-02-2016,"2,812"
1872,20-02-2016,"2,812"
1873,21-02-2016,"2,827"
1874,22-02-2016,"2,754"
1875,23-02-2016,"2,754"
1876,24-02-2016,"2,754"
1877,25-02-2016,"2,729"
1878,26-02-2016,"2,718"
1879,27-02-2016,"2,685"
1880,28-02-2016,"2,669"
1881,29-02-2016,"2,663"
1882,01-03-2016,"2,841"
1883,02-03-2016,"2,858"
1884,03-03-2016,"2,837"
1885,04-03-2016,"2,837"
1886,05-03-2016,"2,860"
1887,06-03-2016,"2,859"
1888,07-03-2016,"2,859"
1889,08-03-2016,"2,856"
1890,09-03-2016,"2,853"
1891,10-03-2016,"2,891"
1892,11-03-2016,"2,887"
1893,12-03-2016,"2,914"
1894,13-03-2016,"2,914"
1895,14-03-2016,"2,904"
1896,15-03-2016,"2,896"
1897,16-03-2016,"2,895"
1898,17-03-2016,"2,891"
1899,18-03-2016,"2,939"
1900,19-03-2016,"2,949"
1901,20-03-2016,"2,949"
1902,21-03-2016,"2,969"
1903,22-03-2016,"2,925"
1904,23-03-2016,"2,948"
1905,24-03-2016,"2,960"
1906,25-03-2016,"2,975"
1907,26-03-2016,"2,975"
1908,27-03-2016,"2,975"
1909,28-03-2016,"2,961"
1910,29-03-2016,"2,927"
1911,30-03-2016,"2,910"
1912,31-03-2016,"2,951"
1913,01-04-2016,"3,027"
1914,02-04-2016,"2,969"
1915,03-04-2016,"2,932"
1916,04-04-2016,"2,920"
1917,05-04-2016,"2,903"
1918,06-04-2016,"2,902"
1919,07-04-2016,"2,902"
1920,08-04-2016,"2,902"
1921,09-04-2016,"2,927"
1922,10-04-2016,"2,924"
1923,11-04-2016,"2,919"
1924,12-04-2016,"2,897"
1925,13-04-2016,"2,896"
1926,14-04-2016,"2,896"
1927,15-04-2016,"2,896"
1928,16-04-2016,"2,885"
1929,17-04-2016,"2,920"
1930,18-04-2016,"2,909"
1931,19-04-2016,"2,928"
1932,20-04-2016,"2,913"
1933,21-04-2016,"2,913"
1934,22-04-2016,"2,913"
1935,23-04-2016,"2,888"
1936,24-04-2016,"2,865"
1937,25-04-2016,"2,849"
1938,26-04-2016,"2,817"
1939,27-04-2016,"2,804"
1940,28-04-2016,"2,804"
1941,29-04-2016,"2,804"
1942,30-04-2016,"2,800"
1943,01-05-2016,"2,859"
1944,02-05-2016,"2,843"
1945,03-05-2016,"2,860"
1946,04-05-2016,"2,860"
1947,05-05-2016,"2,858"
1948,06-05-2016,"2,886"
1949,07-05-2016,"2,891"
1950,08-05-2016,"2,941"
1951,09-05-2016,"2,961"
1952,10-05-2016,"2,969"
1953,11-05-2016,"2,969"
1954,12-05-2016,"2,970"
1955,13-05-2016,"2,965"
1956,14-05-2016,"2,996"
1957,15-05-2016,"2,989"
1958,16-05-2016,"3,000"
1959,17-05-2016,"3,003"
1960,18-05-2016,"3,003"
1961,19-05-2016,"2,980"
1962,20-05-2016,"2,978"
1963,21-05-2016,"2,978"
1964,22-05-2016,"2,966"
1965,23-05-2016,"2,983"
1966,24-05-2016,"3,038"
1967,25-05-2016,"3,038"
1968,26-05-2016,"2,990"
1969,27-05-2016,"2,991"
1970,28-05-2016,"2,999"
1971,29-05-2016,"3,020"
1972,30-05-2016,"3,026"
1973,31-05-2016,"3,027"
1974,01-06-2016,"3,116"
1975,02-06-2016,"3,128"
1976,03-06-2016,"3,121"
1977,04-06-2016,"3,140"
1978,05-06-2016,"3,140"
1979,06-06-2016,"3,140"
1980,07-06-2016,"2,991"
1981,08-06-2016,"2,987"
1982,09-06-2016,"3,009"
1983,10-06-2016,"3,027"
1984,11-06-2016,"3,038"
1985,12-06-2016,"3,060"
1986,13-06-2016,"3,060"
1987,14-06-2016,"3,032"
1988,15-06-2016,"3,044"
1989,16-06-2016,"3,034"
1990,17-06-2016,"3,029"
1991,18-06-2016,"3,008"
1992,19-06-2016,"3,008"
1993,20-06-2016,"3,008"
1994,21-06-2016,"2,982"
1995,22-06-2016,"2,963"
1996,23-06-2016,"2,937"
1997,24-06-2016,"2,921"
1998,25-06-2016,"2,937"
1999,26-06-2016,"2,939"
2000,27-06-2016,"2,901"
2001,28-06-2016,"2,856"
2002,29-06-2016,"2,859"
2003,30-06-2016,"2,854"
2004,01-07-2016,"3,155"
2005,02-07-2016,"3,155"
2006,03-07-2016,"3,103"
2007,04-07-2016,"3,099"
2008,05-07-2016,"3,080"
2009,06-07-2016,"3,082"
2010,07-07-2016,"3,071"
2011,08-07-2016,"3,087"
2012,09-07-2016,"3,087"
2013,10-07-2016,"3,081"
2014,11-07-2016,"3,068"
2015,12-07-2016,"3,075"
2016,13-07-2016,"3,096"
2017,14-07-2016,"3,089"
2018,15-07-2016,"3,098"
2019,16-07-2016,"3,098"
2020,17-07-2016,"3,087"
2021,18-07-2016,"3,076"
2022,19-07-2016,"3,104"
2023,20-07-2016,"3,133"
2024,21-07-2016,"3,160"
2025,22-07-2016,"3,172"
2026,23-07-2016,"3,172"
2027,24-07-2016,"3,148"
2028,25-07-2016,"3,176"
2029,26-07-2016,"3,195"
2030,27-07-2016,"3,164"
2031,28-07-2016,"3,146"
2032,29-07-2016,"3,146"
2033,30-07-2016,"3,146"
2034,31-07-2016,"3,120"
2035,01-08-2016,"3,071"
2036,02-08-2016,"3,092"
2037,03-08-2016,"3,091"
2038,04-08-2016,"3,099"
2039,05-08-2016,"3,099"
2040,06-08-2016,"3,093"
2041,07-08-2016,"3,089"
2042,08-08-2016,"3,106"
2043,09-08-2016,"3,131"
2044,10-08-2016,"3,122"
2045,11-08-2016,"3,140"
2046,12-08-2016,"3,140"
2047,13-08-2016,"3,132"
2048,14-08-2016,"3,137"
2049,15-08-2016,"3,133"
2050,16-08-2016,"3,122"
2051,17-08-2016,"3,122"
2052,18-08-2016,"3,122"
2053,19-08-2016,"3,122"
2054,20-08-2016,"3,116"
2055,21-08-2016,"3,130"
2056,22-08-2016,"3,124"
2057,23-08-2016,"3,107"
2058,24-08-2016,"3,103"
2059,25-08-2016,"3,105"
2060,26-08-2016,"3,105"
2061,27-08-2016,"3,114"
2062,28-08-2016,"3,147"
2063,29-08-2016,"3,165"
2064,30-08-2016,"3,148"
2065,31-08-2016,"3,141"
2066,01-09-2016,"3,107"
2067,02-09-2016,"3,096"
2068,03-09-2016,"3,093"
2069,04-09-2016,"3,102"
2070,05-09-2016,"3,123"
2071,06-09-2016,"3,128"
2072,07-09-2016,"3,128"
2073,08-09-2016,"3,122"
2074,09-09-2016,"3,121"
2075,10-09-2016,"3,090"
2076,11-09-2016,"3,090"
2077,12-09-2016,"3,081"
2078,13-09-2016,"3,081"
2079,14-09-2016,"3,081"
2080,15-09-2016,"3,081"
2081,16-09-2016,"3,084"
2082,17-09-2016,"3,103"
2083,18-09-2016,"3,102"
2084,19-09-2016,"3,108"
2085,20-09-2016,"3,122"
2086,21-09-2016,"3,122"
2087,22-09-2016,"3,115"
2088,23-09-2016,"3,128"
2089,24-09-2016,"3,126"
2090,25-09-2016,"3,095"
2091,26-09-2016,"3,092"
2092,27-09-2016,"3,092"
2093,28-09-2016,"3,092"
2094,29-09-2016,"3,073"
2095,30-09-2016,"3,064"
2096,01-10-2016,"3,006"
2097,02-10-2016,"3,005"
2098,03-10-2016,"3,008"
2099,04-10-2016,"2,981"
2100,05-10-2016,"2,983"
2101,06-10-2016,"2,988"
2102,07-10-2016,"2,976"
2103,08-10-2016,"2,974"
2104,09-10-2016,"2,995"
2105,10-10-2016,"2,995"
2106,11-10-2016,"2,984"
2107,12-10-2016,"2,990"
2108,13-10-2016,"2,977"
2109,14-10-2016,"2,971"
2110,15-10-2016,"2,963"
2111,16-10-2016,"2,966"
2112,17-10-2016,"2,966"
2113,18-10-2016,"2,955"
2114,19-10-2016,"2,965"
2115,20-10-2016,"2,963"
2116,21-10-2016,"2,966"
2117,22-10-2016,"2,958"
2118,23-10-2016,"2,958"
2119,24-10-2016,"2,958"
2120,25-10-2016,"2,958"
2121,26-10-2016,"2,961"
2122,27-10-2016,"2,986"
2123,28-10-2016,"3,018"
2124,29-10-2016,"3,068"
2125,30-10-2016,"3,074"
2126,31-10-2016,"3,074"
2127,01-11-2016,"2,849"
2128,02-11-2016,"2,861"
2129,03-11-2016,"2,860"
2130,04-11-2016,"2,860"
2131,05-11-2016,"2,860"
2132,06-11-2016,"2,840"
2133,07-11-2016,"2,866"
2134,08-11-2016,"2,887"
2135,09-11-2016,"2,914"
2136,10-11-2016,"2,894"
2137,11-11-2016,"2,894"
2138,12-11-2016,"2,894"
2139,13-11-2016,"2,885"
2140,14-11-2016,"2,928"
2141,15-11-2016,"2,932"
2142,16-11-2016,"2,924"
2143,17-11-2016,"2,935"
2144,18-11-2016,"2,940"
2145,19-11-2016,"2,940"
2146,20-11-2016,"2,968"
2147,21-11-2016,"2,988"
2148,22-11-2016,"2,988"
2149,23-11-2016,"3,001"
2150,24-11-2016,"3,017"
2151,25-11-2016,"3,056"
2152,26-11-2016,"3,056"
2153,27-11-2016,"3,038"
2154,28-11-2016,"3,025"
2155,29-11-2016,"3,029"
2156,30-11-2016,"2,995"
2157,01-12-2016,"2,745"
2158,02-12-2016,"2,753"
2159,03-12-2016,"2,730"
2160,04-12-2016,"2,717"
2161,05-12-2016,"2,704"
2162,06-12-2016,"2,694"
2163,07-12-2016,"2,699"
2164,08-12-2016,"2,699"
2165,09-12-2016,"2,693"
2166,10-12-2016,"2,689"
2167,11-12-2016,"2,708"
2168,12-12-2016,"2,705"
2169,13-12-2016,"2,716"
2170,14-12-2016,"2,716"
2171,15-12-2016,"2,716"
2172,16-12-2016,"2,702"
2173,17-12-2016,"2,700"
2174,18-12-2016,"2,754"
2175,19-12-2016,"2,753"
2176,20-12-2016,"2,742"
2177,21-12-2016,"2,758"
2178,22-12-2016,"2,758"
2179,23-12-2016,"2,765"
2180,24-12-2016,"2,778"
2181,25-12-2016,"2,782"
2182,26-12-2016,"2,791"
2183,27-12-2016,"2,812"
2184,28-12-2016,"2,843"
2185,29-12-2016,"2,843"
2186,30-12-2016,"2,792"
2187,31-12-2016,"2,800"
2188,01-01-2017,"2,852"
2189,02-01-2017,"2,834"
2190,03-01-2017,"2,835"
2191,04-01-2017,"2,835"
2192,05-01-2017,"2,812"
2193,06-01-2017,"2,839"
2194,07-01-2017,"2,843"
2195,08-01-2017,"2,872"
2196,09-01-2017,"2,863"
2197,10-01-2017,"2,863"
2198,11-01-2017,"2,863"
2199,12-01-2017,"2,853"
2200,13-01-2017,"2,849"
2201,14-01-2017,"2,869"
2202,15-01-2017,"2,853"
2203,16-01-2017,"2,838"
2204,17-01-2017,"2,838"
2205,18-01-2017,"2,838"
2206,19-01-2017,"2,828"
2207,20-01-2017,"2,830"
2208,21-01-2017,"2,814"
2209,22-01-2017,"2,803"
2210,23-01-2017,"2,785"
2211,24-01-2017,"2,789"
2212,25-01-2017,"2,789"
2213,26-01-2017,"2,785"
2214,27-01-2017,"2,768"
2215,28-01-2017,"2,769"
2216,29-01-2017,"2,746"
2217,30-01-2017,"2,745"
2218,31-01-2017,"2,745"
2219,01-02-2017,"2,952"
2220,02-02-2017,"2,955"
2221,03-02-2017,"2,962"
2222,04-02-2017,"2,962"
2223,05-02-2017,"2,945"
2224,06-02-2017,"2,921"
2225,07-02-2017,"2,922"
2226,08-02-2017,"2,910"
2227,09-02-2017,"2,920"
2228,10-02-2017,"2,936"
2229,11-02-2017,"2,936"
2230,12-02-2017,"2,932"
2231,13-02-2017,"2,914"
2232,14-02-2017,"2,892"
2233,15-02-2017,"2,902"
2234,16-02-2017,"2,902"
2235,17-02-2017,"2,917"
2236,18-02-2017,"2,917"
2237,19-02-2017,"2,894"
2238,20-02-2017,"2,922"
2239,21-02-2017,"2,925"
2240,22-02-2017,"2,919"
2241,23-02-2017,"2,891"
2242,24-02-2017,"2,891"
2243,25-02-2017,"2,891"
2244,26-02-2017,"2,886"
2245,27-02-2017,"2,887"
2246,28-02-2017,"2,882"
2247,01-03-2017,"2,845"
2248,02-03-2017,"2,860"
2249,03-03-2017,"2,865"
2250,04-03-2017,"2,877"
2251,05-03-2017,"2,879"
2252,06-03-2017,"2,879"
2253,07-03-2017,"2,879"
2254,08-03-2017,"2,872"
2255,09-03-2017,"2,881"
2256,10-03-2017,"2,881"
2257,11-03-2017,"2,839"
2258,12-03-2017,"2,850"
2259,13-03-2017,"2,851"
2260,14-03-2017,"2,851"
2261,15-03-2017,"2,841"
2262,16-03-2017,"2,799"
2263,17-03-2017,"2,794"
2264,18-03-2017,"2,808"
2265,19-03-2017,"2,824"
2266,20-03-2017,"2,837"
2267,21-03-2017,"2,837"
2268,22-03-2017,"2,826"
2269,23-03-2017,"2,847"
2270,24-03-2017,"2,861"
2271,25-03-2017,"2,880"
2272,26-03-2017,"2,902"
2273,27-03-2017,"2,902"
2274,28-03-2017,"2,902"
2275,29-03-2017,"2,904"
2276,30-03-2017,"2,926"
2277,31-03-2017,"2,929"
2278,01-04-2017,"2,887"
2279,02-04-2017,"2,887"
2280,03-04-2017,"2,877"
2281,04-04-2017,"2,872"
2282,05-04-2017,"2,867"
2283,06-04-2017,"2,888"
2284,07-04-2017,"2,901"
2285,08-04-2017,"2,942"
2286,09-04-2017,"2,942"
2287,10-04-2017,"2,923"
2288,11-04-2017,"2,923"
2289,12-04-2017,"2,924"
2290,13-04-2017,"2,927"
2291,14-04-2017,"2,938"
2292,15-04-2017,"2,941"
2293,16-04-2017,"2,941"
2294,17-04-2017,"2,941"
2295,18-04-2017,"2,923"
2296,19-04-2017,"2,919"
2297,20-04-2017,"2,874"
2298,21-04-2017,"2,864"
2299,22-04-2017,"2,868"
2300,23-04-2017,"2,868"
2301,24-04-2017,"2,872"
2302,25-04-2017,"2,868"
2303,26-04-2017,"2,865"
2304,27-04-2017,"2,868"
2305,28-04-2017,"2,846"
2306,29-04-2017,"2,846"
2307,30-04-2017,"2,846"
2308,01-05-2017,"2,867"
2309,02-05-2017,"2,877"
2310,03-05-2017,"2,887"
2311,04-05-2017,"2,889"
2312,05-05-2017,"2,889"
2313,06-05-2017,"2,866"
2314,07-05-2017,"2,864"
2315,08-05-2017,"2,865"
2316,09-05-2017,"2,878"
2317,10-05-2017,"2,859"
2318,11-05-2017,"2,864"
2319,12-05-2017,"2,864"
2320,13-05-2017,"2,859"
2321,14-05-2017,"2,862"
2322,15-05-2017,"2,809"
2323,16-05-2017,"2,799"
2324,17-05-2017,"2,801"
2325,18-05-2017,"2,801"
2326,19-05-2017,"2,801"
2327,20-05-2017,"2,800"
2328,21-05-2017,"2,796"
2329,22-05-2017,"2,797"
2330,23-05-2017,"2,800"
2331,24-05-2017,"2,807"
2332,25-05-2017,"2,807"
2333,26-05-2017,"2,807"
2334,27-05-2017,"2,807"
2335,28-05-2017,"2,806"
2336,29-05-2017,"2,842"
2337,30-05-2017,"2,857"
2338,31-05-2017,"2,880"
2339,01-06-2017,"2,844"
2340,02-06-2017,"2,846"
2341,03-06-2017,"2,855"
2342,04-06-2017,"2,848"
2343,05-06-2017,"2,839"
2344,06-06-2017,"2,873"
2345,07-06-2017,"2,873"
2346,08-06-2017,"2,863"
2347,09-06-2017,"2,858"
2348,10-06-2017,"2,848"
2349,11-06-2017,"2,851"
2350,12-06-2017,"2,858"
2351,13-06-2017,"2,869"
2352,14-06-2017,"2,869"
2353,15-06-2017,"2,872"
2354,16-06-2017,"2,873"
2355,17-06-2017,"2,888"
2356,18-06-2017,"2,884"
2357,19-06-2017,"2,894"
2358,20-06-2017,"2,902"
2359,21-06-2017,"2,902"
2360,22-06-2017,"2,893"
2361,23-06-2017,"2,908"
2362,24-06-2017,"2,941"
2363,25-06-2017,"2,902"
2364,26-06-2017,"2,887"
2365,27-06-2017,"2,887"
2366,28-06-2017,"2,887"
2367,29-06-2017,"2,860"
2368,30-06-2017,"2,862"
2369,01-07-2017,"2,850"
2370,02-07-2017,"2,858"
2371,03-07-2017,"2,858"
2372,04-07-2017,"2,842"
2373,05-07-2017,"2,838"
2374,06-07-2017,"2,831"
2375,07-07-2017,"2,841"
2376,08-07-2017,"2,851"
2377,09-07-2017,"2,854"
2378,10-07-2017,"2,854"
2379,11-07-2017,"2,830"
2380,12-07-2017,"2,814"
2381,13-07-2017,"2,812"
2382,14-07-2017,"2,812"
2383,15-07-2017,"2,800"
2384,16-07-2017,"2,800"
2385,17-07-2017,"2,800"
2386,18-07-2017,"2,778"
2387,19-07-2017,"2,784"
2388,20-07-2017,"2,782"
2389,21-07-2017,"2,769"
2390,22-07-2017,"2,762"
2391,23-07-2017,"2,778"
2392,24-07-2017,"2,778"
2393,25-07-2017,"2,786"
2394,26-07-2017,"2,810"
2395,27-07-2017,"2,802"
2396,28-07-2017,"2,809"
2397,29-07-2017,"2,815"
2398,30-07-2017,"2,844"
2399,31-07-2017,"2,844"
2400,01-08-2017,"2,942"
2401,02-08-2017,"2,949"
2402,03-08-2017,"2,978"
2403,04-08-2017,"2,917"
2404,05-08-2017,"2,917"
2405,06-08-2017,"2,917"
2406,07-08-2017,"2,897"
2407,08-08-2017,"2,906"
2408,09-08-2017,"2,907"
2409,10-08-2017,"2,910"
2410,11-08-2017,"2,908"
2411,12-08-2017,"2,916"
2412,13-08-2017,"2,916"
2413,14-08-2017,"2,915"
2414,15-08-2017,"2,895"
2415,16-08-2017,"2,883"
2416,17-08-2017,"2,908"
2417,18-08-2017,"2,905"
2418,19-08-2017,"2,920"
2419,20-08-2017,"2,920"
2420,21-08-2017,"2,915"
2421,22-08-2017,"2,884"
2422,23-08-2017,"2,838"
2423,24-08-2017,"2,833"
2424,25-08-2017,"2,838"
2425,26-08-2017,"2,841"
2426,27-08-2017,"2,841"
2427,28-08-2017,"2,844"
2428,29-08-2017,"2,830"
2429,30-08-2017,"2,840"
2430,31-08-2017,"2,840"
2431,01-09-2017,"2,956"
2432,02-09-2017,"2,955"
2433,03-09-2017,"2,955"
2434,04-09-2017,"2,971"
2435,05-09-2017,"2,992"
2436,06-09-2017,"2,952"
2437,07-09-2017,"2,959"
2438,08-09-2017,"2,959"
2439,09-09-2017,"2,956"
2440,10-09-2017,"2,946"
2441,11-09-2017,"2,962"
2442,12-09-2017,"2,955"
2443,13-09-2017,"2,963"
2444,14-09-2017,"2,986"
2445,15-09-2017,"2,986"
2446,16-09-2017,"2,986"
2447,17-09-2017,"2,981"
2448,18-09-2017,"2,988"
2449,19-09-2017,"2,984"
2450,20-09-2017,"2,998"
2451,21-09-2017,"3,027"
2452,22-09-2017,"3,027"
2453,23-09-2017,"3,026"
2454,24-09-2017,"3,007"
2455,25-09-2017,"3,019"
2456,26-09-2017,"3,003"
2457,27-09-2017,"2,982"
2458,28-09-2017,"2,982"
2459,29-09-2017,"2,982"
2460,30-09-2017,"2,972"
2461,01-10-2017,"2,918"
2462,02-10-2017,"2,924"
2463,03-10-2017,"2,932"
2464,04-10-2017,"2,932"
2465,05-10-2017,"2,922"
2466,06-10-2017,"2,932"
2467,07-10-2017,"2,933"
2468,08-10-2017,"2,948"
2469,09-10-2017,"2,939"
2470,10-10-2017,"2,955"
2471,11-10-2017,"2,955"
2472,12-10-2017,"2,957"
2473,13-10-2017,"2,957"
2474,14-10-2017,"2,954"
2475,15-10-2017,"2,964"
2476,16-10-2017,"2,985"
2477,17-10-2017,"2,985"
2478,18-10-2017,"2,985"
2479,19-10-2017,"2,974"
2480,20-10-2017,"2,971"
2481,21-10-2017,"2,976"
2482,22-10-2017,"2,973"
2483,23-10-2017,"2,957"
2484,24-10-2017,"2,957"
2485,25-10-2017,"2,957"
2486,26-10-2017,"2,933"
2487,27-10-2017,"2,929"
2488,28-10-2017,"2,931"
2489,29-10-2017,"2,935"
2490,30-10-2017,"2,956"
2491,31-10-2017,"2,956"
2492,01-11-2017,"2,915"
2493,02-11-2017,"2,925"
2494,03-11-2017,"2,941"
2495,04-11-2017,"2,938"
2496,05-11-2017,"2,938"
2497,06-11-2017,"2,938"
2498,07-11-2017,"2,941"
2499,08-11-2017,"2,942"
2500,09-11-2017,"2,930"
2501,10-11-2017,"2,928"
2502,11-11-2017,"2,961"
2503,12-11-2017,"2,969"
2504,13-11-2017,"2,969"
2505,14-11-2017,"2,940"
2506,15-11-2017,"2,945"
2507,16-11-2017,"2,960"
2508,17-11-2017,"2,945"
2509,18-11-2017,"2,949"
2510,19-11-2017,"2,949"
2511,20-11-2017,"2,949"
2512,21-11-2017,"2,954"
2513,22-11-2017,"2,949"
2514,23-11-2017,"2,943"
2515,24-11-2017,"2,934"
2516,25-11-2017,"2,909"
2517,26-11-2017,"2,909"
2518,27-11-2017,"2,909"
2519,28-11-2017,"2,915"
2520,29-11-2017,"2,921"
2521,30-11-2017,"2,911"
2522,01-12-2017,"2,917"
2523,02-12-2017,"2,917"
2524,03-12-2017,"2,897"
2525,04-12-2017,"2,896"
2526,05-12-2017,"2,880"
2527,06-12-2017,"2,866"
2528,07-12-2017,"2,866"
2529,08-12-2017,"2,866"
2530,09-12-2017,"2,866"
2531,10-12-2017,"2,847"
2532,11-12-2017,"2,844"
2533,12-12-2017,"2,842"
2534,13-12-2017,"2,842"
2535,14-12-2017,"2,825"
2536,15-12-2017,"2,825"
2537,16-12-2017,"2,825"
2538,17-12-2017,"2,822"
2539,18-12-2017,"2,820"
2540,19-12-2017,"2,810"
2541,20-12-2017,"2,815"
2542,21-12-2017,"2,840"
2543,22-12-2017,"2,853"
2544,23-12-2017,"2,853"
2545,24-12-2017,"2,850"
2546,25-12-2017,"2,873"
2547,26-12-2017,"2,889"
2548,27-12-2017,"2,903"
2549,28-12-2017,"2,900"
2550,29-12-2017,"2,921"
2551,30-12-2017,"2,921"
2552,31-12-2017,"2,901"
2553,01-01-2018,"2,999"
2554,02-01-2018,"2,996"
2555,03-01-2018,"3,005"
2556,04-01-2018,"3,036"
2557,05-01-2018,"3,036"
2558,06-01-2018,"3,036"
2559,07-01-2018,"3,021"
2560,08-01-2018,"2,991"
2561,09-01-2018,"2,981"
2562,10-01-2018,"2,976"
2563,11-01-2018,"2,977"
2564,12-01-2018,"2,977"
2565,13-01-2018,"2,962"
2566,14-01-2018,"2,956"
2567,15-01-2018,"2,975"
2568,16-01-2018,"2,976"
2569,17-01-2018,"2,957"
2570,18-01-2018,"2,957"
2571,19-01-2018,"2,957"
2572,20-01-2018,"2,937"
2573,21-01-2018,"2,930"
2574,22-01-2018,"2,913"
2575,23-01-2018,"2,917"
2576,24-01-2018,"2,918"
2577,25-01-2018,"2,922"
2578,26-01-2018,"2,922"
2579,27-01-2018,"2,918"
2580,28-01-2018,"2,907"
2581,29-01-2018,"2,915"
2582,30-01-2018,"2,912"
2583,31-01-2018,"2,911"
2584,01-02-2018,"3,029"
2585,02-02-2018,"3,047"
2586,03-02-2018,"3,051"
2587,04-02-2018,"3,051"
2588,05-02-2018,"3,051"
2589,06-02-2018,"3,043"
2590,07-02-2018,"3,041"
2591,08-02-2018,"3,042"
2592,09-02-2018,"3,058"
2593,10-02-2018,"3,073"
2594,11-02-2018,"3,080"
2595,12-02-2018,"3,080"
2596,13-02-2018,"3,058"
2597,14-02-2018,"3,057"
2598,15-02-2018,"3,022"
2599,16-02-2018,"3,015"
2600,17-02-2018,"3,001"
2601,18-02-2018,"3,001"
2602,19-02-2018,"3,001"
2603,20-02-2018,"2,994"
2604,21-02-2018,"2,982"
2605,22-02-2018,"3,006"
2606,23-02-2018,"3,026"
2607,24-02-2018,"3,025"
2608,25-02-2018,"3,037"
2609,26-02-2018,"3,037"
2610,27-02-2018,"3,034"
2611,28-02-2018,"3,007"
2612,01-03-2018,"3,041"
2613,02-03-2018,"3,041"
2614,03-03-2018,"3,042"
2615,04-03-2018,"3,051"
2616,05-03-2018,"3,070"
2617,06-03-2018,"3,078"
2618,07-03-2018,"3,091"
2619,08-03-2018,"3,091"
2620,09-03-2018,"3,049"
2621,10-03-2018,"3,045"
2622,11-03-2018,"3,026"
2623,12-03-2018,"3,020"
2624,13-03-2018,"3,010"
2625,14-03-2018,"3,022"
2626,15-03-2018,"3,022"
2627,16-03-2018,"3,017"
2628,17-03-2018,"3,027"
2629,18-03-2018,"3,037"
2630,19-03-2018,"3,027"
2631,20-03-2018,"3,027"
2632,21-03-2018,"3,040"
2633,22-03-2018,"3,040"
2634,23-03-2018,"3,032"
2635,24-03-2018,"3,041"
2636,25-03-2018,"3,042"
2637,26-03-2018,"3,035"
2638,27-03-2018,"3,036"
2639,28-03-2018,"3,045"
2640,29-03-2018,"3,045"
2641,30-03-2018,"3,017"
2642,31-03-2018,"3,015"
2643,01-04-2018,"3,093"
2644,02-04-2018,"3,121"
2645,03-04-2018,"3,121"
2646,04-04-2018,"3,114"
2647,05-04-2018,"3,121"
2648,06-04-2018,"3,135"
2649,07-04-2018,"3,123"
2650,08-04-2018,"3,123"
2651,09-04-2018,"3,143"
2652,10-04-2018,"3,143"
2653,11-04-2018,"3,141"
2654,12-04-2018,"3,145"
2655,13-04-2018,"3,133"
2656,14-04-2018,"3,119"
2657,15-04-2018,"3,112"
2658,16-04-2018,"3,112"
2659,17-04-2018,"3,112"
2660,18-04-2018,"3,095"
2661,19-04-2018,"3,099"
2662,20-04-2018,"3,090"
2663,21-04-2018,"3,069"
2664,22-04-2018,"3,065"
2665,23-04-2018,"3,069"
2666,24-04-2018,"3,069"
2667,25-04-2018,"3,048"
2668,26-04-2018,"3,035"
2669,27-04-2018,"3,063"
2670,28-04-2018,"3,058"
2671,29-04-2018,"3,041"
2672,30-04-2018,"3,041"
2673,01-05-2018,"3,080"
2674,02-05-2018,"3,095"
2675,03-05-2018,"3,096"
2676,04-05-2018,"3,091"
2677,05-05-2018,"3,119"
2678,06-05-2018,"3,119"
2679,07-05-2018,"3,118"
2680,08-05-2018,"3,118"
2681,09-05-2018,"3,111"
2682,10-05-2018,"3,101"
2683,11-05-2018,"3,092"
