,Dates,Price
0,01-01-2011,"1,961"
1,02-01-2011,"1,961"
2,03-01-2011,"1,960"
3,04-01-2011,"1,957"
4,05-01-2011,"1,991"
5,06-01-2011,"1,977"
6,07-01-2011,"1,979"
7,08-01-2011,"2,006"
8,09-01-2011,"2,006"
9,10-01-2011,"2,006"
10,11-01-2011,"2,011"
11,12-01-2011,"2,036"
12,13-01-2011,"2,033"
13,14-01-2011,"2,025"
14,15-01-2011,"2,026"
15,16-01-2011,"2,031"
16,17-01-2011,"2,030"
17,18-01-2011,"2,039"
18,19-01-2011,"2,040"
19,20-01-2011,"2,037"
20,21-01-2011,"2,040"
21,22-01-2011,"2,024"
22,23-01-2011,"2,024"
23,24-01-2011,"2,024"
24,25-01-2011,"2,035"
25,26-01-2011,"2,040"
26,27-01-2011,"2,046"
27,28-01-2011,"2,076"
28,29-01-2011,"2,069"
29,30-01-2011,"2,069"
30,31-01-2011,"2,067"
31,01-02-2011,"2,085"
32,02-02-2011,"2,085"
33,03-02-2011,"2,085"
34,04-02-2011,"2,090"
35,05-02-2011,"2,074"
36,06-02-2011,"2,071"
37,07-02-2011,"2,070"
38,08-02-2011,"2,055"
39,09-02-2011,"2,056"
40,10-02-2011,"1,976"
41,11-02-2011,"2,049"
42,12-02-2011,"2,047"
43,13-02-2011,"2,040"
44,14-02-2011,"2,029"
45,15-02-2011,"2,031"
46,16-02-2011,"2,042"
47,17-02-2011,"2,041"
48,18-02-2011,"2,035"
49,19-02-2011,"2,035"
50,20-02-2011,"2,018"
51,21-02-2011,"2,016"
52,22-02-2011,"2,004"
53,23-02-2011,"2,004"
54,24-02-2011,"2,002"
55,25-02-2011,"1,974"
56,26-02-2011,"1,975"
57,27-02-2011,"1,978"
58,28-02-2011,"1,987"
59,01-03-2011,"2,067"
60,02-03-2011,"2,062"
61,03-03-2011,"2,069"
62,04-03-2011,"2,077"
63,05-03-2011,"2,086"
64,06-03-2011,"2,086"
65,07-03-2011,"2,085"
66,08-03-2011,"2,091"
67,09-03-2011,"2,089"
68,10-03-2011,"2,096"
69,11-03-2011,"2,084"
70,12-03-2011,"2,085"
71,13-03-2011,"2,080"
72,14-03-2011,"2,060"
73,15-03-2011,"2,058"
74,16-03-2011,"2,061"
75,17-03-2011,"2,090"
76,18-03-2011,"2,086"
77,19-03-2011,"2,086"
78,20-03-2011,"2,086"
79,21-03-2011,"2,083"
80,22-03-2011,"2,099"
81,23-03-2011,"2,097"
82,24-03-2011,"2,103"
83,25-03-2011,"2,088"
84,26-03-2011,"2,088"
85,27-03-2011,"2,087"
86,28-03-2011,"2,086"
87,29-03-2011,"2,097"
88,30-03-2011,"2,087"
89,31-03-2011,"2,089"
90,01-04-2011,"2,223"
91,02-04-2011,"2,217"
92,03-04-2011,"2,191"
93,04-04-2011,"2,187"
94,05-04-2011,"2,191"
95,06-04-2011,"2,189"
96,07-04-2011,"2,189"
97,08-04-2011,"2,189"
98,09-04-2011,"2,185"
99,10-04-2011,"2,176"
100,11-04-2011,"2,179"
101,12-04-2011,"2,157"
102,13-04-2011,"2,149"
103,14-04-2011,"2,149"
104,15-04-2011,"2,147"
105,16-04-2011,"2,126"
106,17-04-2011,"2,126"
107,18-04-2011,"2,129"
108,19-04-2011,"2,129"
109,20-04-2011,"2,130"
110,21-04-2011,"2,130"
111,22-04-2011,"2,123"
112,23-04-2011,"2,114"
113,24-04-2011,"2,116"
114,25-04-2011,"2,095"
115,26-04-2011,"2,071"
116,27-04-2011,"2,066"
117,28-04-2011,"2,070"
118,29-04-2011,"2,068"
119,30-04-2011,"2,068"
120,01-05-2011,"2,242"
121,02-05-2011,"2,240"
122,03-05-2011,"2,240"
123,04-05-2011,"2,237"
124,05-05-2011,"2,234"
125,06-05-2011,"2,247"
126,07-05-2011,"2,233"
127,08-05-2011,"2,221"
128,09-05-2011,"2,193"
129,10-05-2011,"2,193"
130,11-05-2011,"2,193"
131,12-05-2011,"2,183"
132,13-05-2011,"2,190"
133,14-05-2011,"2,183"
134,15-05-2011,"2,196"
135,16-05-2011,"2,190"
136,17-05-2011,"2,210"
137,18-05-2011,"2,210"
138,19-05-2011,"2,178"
139,20-05-2011,"2,192"
140,21-05-2011,"2,208"
141,22-05-2011,"2,195"
142,23-05-2011,"2,170"
143,24-05-2011,"2,170"
144,25-05-2011,"2,166"
145,26-05-2011,"2,174"
146,27-05-2011,"2,212"
147,28-05-2011,"2,236"
148,29-05-2011,"2,251"
149,30-05-2011,"2,224"
150,31-05-2011,"2,224"
151,01-06-2011,"2,214"
152,02-06-2011,"2,209"
153,03-06-2011,"2,207"
154,04-06-2011,"2,214"
155,05-06-2011,"2,236"
156,06-06-2011,"2,236"
157,07-06-2011,"2,239"
158,08-06-2011,"2,264"
159,09-06-2011,"2,266"
160,10-06-2011,"2,263"
161,11-06-2011,"2,247"
162,12-06-2011,"2,247"
163,13-06-2011,"2,244"
164,14-06-2011,"2,245"
165,15-06-2011,"2,231"
166,16-06-2011,"2,229"
167,17-06-2011,"2,235"
168,18-06-2011,"2,253"
169,19-06-2011,"2,261"
170,20-06-2011,"2,261"
171,21-06-2011,"2,253"
172,22-06-2011,"2,252"
173,23-06-2011,"2,257"
174,24-06-2011,"2,265"
175,25-06-2011,"2,222"
176,26-06-2011,"2,222"
177,27-06-2011,"2,222"
178,28-06-2011,"2,225"
179,29-06-2011,"2,226"
180,30-06-2011,"2,231"
181,01-07-2011,"2,313"
182,02-07-2011,"2,306"
183,03-07-2011,"2,303"
184,04-07-2011,"2,310"
185,05-07-2011,"2,311"
186,06-07-2011,"2,321"
187,07-07-2011,"2,300"
188,08-07-2011,"2,300"
189,09-07-2011,"2,287"
190,10-07-2011,"2,288"
191,11-07-2011,"2,294"
192,12-07-2011,"2,295"
193,13-07-2011,"2,314"
194,14-07-2011,"2,293"
195,15-07-2011,"2,293"
196,16-07-2011,"2,287"
197,17-07-2011,"2,290"
198,18-07-2011,"2,278"
199,19-07-2011,"2,247"
200,20-07-2011,"2,238"
201,21-07-2011,"2,212"
202,22-07-2011,"2,212"
203,23-07-2011,"2,211"
204,24-07-2011,"2,215"
205,25-07-2011,"2,198"
206,26-07-2011,"2,175"
207,27-07-2011,"2,172"
208,28-07-2011,"2,169"
209,29-07-2011,"2,175"
210,30-07-2011,"2,175"
211,31-07-2011,"2,187"
212,01-08-2011,"2,674"
213,02-08-2011,"2,669"
214,03-08-2011,"2,709"
215,04-08-2011,"2,761"
216,05-08-2011,"2,648"
217,06-08-2011,"2,564"
218,07-08-2011,"2,601"
219,08-08-2011,"2,738"
220,09-08-2011,"2,765"
221,10-08-2011,"2,792"
222,11-08-2011,"2,792"
223,12-08-2011,"2,760"
224,13-08-2011,"2,654"
225,14-08-2011,"2,634"
226,15-08-2011,"2,606"
227,16-08-2011,"2,570"
228,17-08-2011,"2,570"
229,18-08-2011,"2,577"
230,19-08-2011,"2,574"
231,20-08-2011,"2,559"
232,21-08-2011,"2,573"
233,22-08-2011,"2,560"
234,23-08-2011,"2,497"
235,24-08-2011,"2,430"
236,25-08-2011,"2,430"
237,26-08-2011,"2,422"
238,27-08-2011,"2,387"
239,28-08-2011,"2,381"
240,29-08-2011,"2,325"
241,30-08-2011,"2,300"
242,31-08-2011,"2,300"
243,01-09-2011,"2,573"
244,02-09-2011,"2,554"
245,03-09-2011,"2,564"
246,04-09-2011,"2,573"
247,05-09-2011,"2,511"
248,06-09-2011,"2,674"
249,07-09-2011,"2,640"
250,08-09-2011,"2,629"
251,09-09-2011,"2,778"
252,10-09-2011,"2,800"
253,11-09-2011,"2,767"
254,12-09-2011,"2,765"
255,13-09-2011,"2,775"
256,14-09-2011,"2,719"
257,15-09-2011,"2,719"
258,16-09-2011,"2,797"
259,17-09-2011,"2,787"
260,18-09-2011,"2,774"
261,19-09-2011,"2,813"
262,20-09-2011,"2,815"
263,21-09-2011,"2,770"
264,22-09-2011,"2,750"
265,23-09-2011,"2,704"
266,24-09-2011,"2,749"
267,25-09-2011,"2,804"
268,26-09-2011,"2,781"
269,27-09-2011,"2,776"
270,28-09-2011,"2,734"
271,29-09-2011,"2,710"
272,30-09-2011,"2,717"
273,01-10-2011,"2,720"
274,02-10-2011,"2,756"
275,03-10-2011,"2,756"
276,04-10-2011,"2,752"
277,05-10-2011,"2,726"
278,06-10-2011,"2,738"
279,07-10-2011,"2,670"
280,08-10-2011,"2,669"
281,09-10-2011,"2,677"
282,10-10-2011,"2,670"
283,11-10-2011,"2,636"
284,12-10-2011,"2,620"
285,13-10-2011,"2,644"
286,14-10-2011,"2,644"
287,15-10-2011,"2,677"
288,16-10-2011,"2,688"
289,17-10-2011,"2,687"
290,18-10-2011,"2,668"
291,19-10-2011,"2,669"
292,20-10-2011,"2,669"
293,21-10-2011,"2,664"
294,22-10-2011,"2,634"
295,23-10-2011,"2,634"
296,24-10-2011,"2,625"
297,25-10-2011,"2,618"
298,26-10-2011,"2,638"
299,27-10-2011,"2,587"
300,28-10-2011,"2,578"
301,29-10-2011,"2,611"
302,30-10-2011,"2,611"
303,31-10-2011,"2,601"
304,01-11-2011,"2,867"
305,02-11-2011,"2,863"
306,03-11-2011,"2,842"
307,04-11-2011,"2,842"
308,05-11-2011,"2,838"
309,06-11-2011,"2,834"
310,07-11-2011,"2,856"
311,08-11-2011,"2,856"
312,09-11-2011,"2,848"
313,10-11-2011,"2,842"
314,11-11-2011,"2,872"
315,12-11-2011,"2,866"
316,13-11-2011,"2,846"
317,14-11-2011,"2,836"
318,15-11-2011,"2,884"
319,16-11-2011,"2,887"
320,17-11-2011,"2,887"
321,18-11-2011,"2,887"
322,19-11-2011,"2,887"
323,20-11-2011,"2,861"
324,21-11-2011,"2,852"
325,22-11-2011,"2,870"
326,23-11-2011,"2,841"
327,24-11-2011,"2,788"
328,25-11-2011,"2,788"
329,26-11-2011,"2,788"
330,27-11-2011,"2,791"
331,28-11-2011,"2,761"
332,29-11-2011,"2,752"
333,30-11-2011,"2,710"
334,01-12-2011,"2,732"
335,02-12-2011,"2,685"
336,03-12-2011,"2,665"
337,04-12-2011,"2,726"
338,05-12-2011,"2,759"
339,06-12-2011,"2,775"
340,07-12-2011,"2,779"
341,08-12-2011,"2,778"
342,09-12-2011,"2,770"
343,10-12-2011,"2,764"
344,11-12-2011,"2,779"
345,12-12-2011,"2,769"
346,13-12-2011,"2,755"
347,14-12-2011,"2,764"
348,15-12-2011,"2,752"
349,16-12-2011,"2,730"
350,17-12-2011,"2,738"
351,18-12-2011,"2,806"
352,19-12-2011,"2,881"
353,20-12-2011,"2,880"
354,21-12-2011,"2,910"
355,22-12-2011,"2,910"
356,23-12-2011,"2,904"
357,24-12-2011,"2,907"
358,25-12-2011,"2,894"
359,26-12-2011,"2,878"
360,27-12-2011,"2,895"
361,28-12-2011,"2,895"
362,29-12-2011,"2,889"
363,30-12-2011,"2,885"
364,31-12-2011,"2,888"
365,01-01-2012,"2,806"
366,02-01-2012,"2,791"
367,03-01-2012,"2,799"
368,04-01-2012,"2,794"
369,05-01-2012,"2,763"
370,06-01-2012,"2,763"
371,07-01-2012,"2,721"
372,08-01-2012,"2,740"
373,09-01-2012,"2,745"
374,10-01-2012,"2,749"
375,11-01-2012,"2,746"
376,12-01-2012,"2,727"
377,13-01-2012,"2,731"
378,14-01-2012,"2,735"
379,15-01-2012,"2,748"
380,16-01-2012,"2,747"
381,17-01-2012,"2,751"
382,18-01-2012,"2,743"
383,19-01-2012,"2,744"
384,20-01-2012,"2,766"
385,21-01-2012,"2,753"
386,22-01-2012,"2,751"
387,23-01-2012,"2,761"
388,24-01-2012,"2,777"
389,25-01-2012,"2,774"
390,26-01-2012,"2,774"
391,27-01-2012,"2,759"
392,28-01-2012,"2,759"
393,29-01-2012,"2,739"
394,30-01-2012,"2,730"
395,31-01-2012,"2,732"
396,01-02-2012,"2,794"
397,02-02-2012,"2,870"
398,03-02-2012,"2,867"
399,04-02-2012,"2,867"
400,05-02-2012,"2,864"
401,06-02-2012,"2,865"
402,07-02-2012,"2,870"
403,08-02-2012,"2,838"
404,09-02-2012,"2,814"
405,10-02-2012,"2,811"
406,11-02-2012,"2,811"
407,12-02-2012,"2,808"
408,13-02-2012,"2,806"
409,14-02-2012,"2,807"
410,15-02-2012,"2,809"
411,16-02-2012,"2,798"
412,17-02-2012,"2,803"
413,18-02-2012,"2,825"
414,19-02-2012,"2,825"
415,20-02-2012,"2,808"
416,21-02-2012,"2,817"
417,22-02-2012,"2,820"
418,23-02-2012,"2,791"
419,24-02-2012,"2,787"
420,25-02-2012,"2,789"
421,26-02-2012,"2,755"
422,27-02-2012,"2,776"
423,28-02-2012,"2,801"
424,29-02-2012,"2,804"
425,01-03-2012,"2,801"
426,02-03-2012,"2,812"
427,03-03-2012,"2,811"
428,04-03-2012,"2,811"
429,05-03-2012,"2,827"
430,06-03-2012,"2,810"
431,07-03-2012,"2,810"
432,08-03-2012,"2,765"
433,09-03-2012,"2,789"
434,10-03-2012,"2,781"
435,11-03-2012,"2,781"
436,12-03-2012,"2,778"
437,13-03-2012,"2,780"
438,14-03-2012,"2,788"
439,15-03-2012,"2,784"
440,16-03-2012,"2,770"
441,17-03-2012,"2,737"
442,18-03-2012,"2,747"
443,19-03-2012,"2,778"
444,20-03-2012,"2,794"
445,21-03-2012,"2,797"
446,22-03-2012,"2,797"
447,23-03-2012,"2,767"
448,24-03-2012,"2,791"
449,25-03-2012,"2,783"
450,26-03-2012,"2,782"
451,27-03-2012,"2,788"
452,28-03-2012,"2,802"
453,29-03-2012,"2,798"
454,30-03-2012,"2,793"
455,31-03-2012,"2,779"
456,01-04-2012,"2,904"
457,02-04-2012,"2,911"
458,03-04-2012,"2,907"
459,04-04-2012,"2,901"
460,05-04-2012,"2,883"
461,06-04-2012,"2,877"
462,07-04-2012,"2,880"
463,08-04-2012,"2,865"
464,09-04-2012,"2,871"
465,10-04-2012,"2,866"
466,11-04-2012,"2,860"
467,12-04-2012,"2,848"
468,13-04-2012,"2,848"
469,14-04-2012,"2,842"
470,15-04-2012,"2,848"
471,16-04-2012,"2,859"
472,17-04-2012,"2,859"
473,18-04-2012,"2,859"
474,19-04-2012,"2,855"
475,20-04-2012,"2,857"
476,21-04-2012,"2,834"
477,22-04-2012,"2,820"
478,23-04-2012,"2,820"
479,24-04-2012,"2,808"
480,25-04-2012,"2,808"
481,26-04-2012,"2,801"
482,27-04-2012,"2,753"
483,28-04-2012,"2,788"
484,29-04-2012,"2,787"
485,30-04-2012,"2,801"
486,01-05-2012,"2,907"
487,02-05-2012,"2,883"
488,03-05-2012,"2,889"
489,04-05-2012,"2,893"
490,05-05-2012,"2,893"
491,06-05-2012,"2,892"
492,07-05-2012,"2,877"
493,08-05-2012,"2,894"
494,09-05-2012,"2,888"
495,10-05-2012,"2,893"
496,11-05-2012,"2,896"
497,12-05-2012,"2,896"
498,13-05-2012,"2,892"
499,14-05-2012,"2,855"
500,15-05-2012,"2,798"
501,16-05-2012,"2,789"
502,17-05-2012,"2,803"
503,18-05-2012,"2,819"
504,19-05-2012,"2,838"
505,20-05-2012,"2,834"
506,21-05-2012,"2,831"
507,22-05-2012,"2,842"
508,23-05-2012,"2,848"
509,24-05-2012,"2,864"
510,25-05-2012,"2,892"
511,26-05-2012,"2,917"
512,27-05-2012,"2,917"
513,28-05-2012,"2,910"
514,29-05-2012,"2,915"
515,30-05-2012,"2,912"
516,31-05-2012,"2,912"
517,01-06-2012,"2,966"
518,02-06-2012,"2,947"
519,03-06-2012,"2,966"
520,04-06-2012,"2,991"
521,05-06-2012,"2,995"
522,06-06-2012,"2,977"
523,07-06-2012,"2,998"
524,08-06-2012,"2,998"
525,09-06-2012,"2,980"
526,10-06-2012,"2,986"
527,11-06-2012,"3,009"
528,12-06-2012,"3,020"
529,13-06-2012,"2,999"
530,14-06-2012,"3,015"
531,15-06-2012,"3,013"
532,16-06-2012,"3,011"
533,17-06-2012,"3,003"
534,18-06-2012,"2,995"
535,19-06-2012,"2,971"
536,20-06-2012,"2,955"
537,21-06-2012,"2,955"
538,22-06-2012,"2,954"
539,23-06-2012,"2,920"
540,24-06-2012,"2,936"
541,25-06-2012,"3,001"
542,26-06-2012,"2,991"
543,27-06-2012,"2,966"
544,28-06-2012,"2,985"
545,29-06-2012,"2,975"
546,30-06-2012,"2,885"
547,01-07-2012,"2,978"
548,02-07-2012,"2,977"
549,03-07-2012,"2,980"
550,04-07-2012,"2,978"
551,05-07-2012,"2,977"
552,06-07-2012,"2,975"
553,07-07-2012,"2,957"
554,08-07-2012,"2,940"
555,09-07-2012,"2,928"
556,10-07-2012,"2,928"
557,11-07-2012,"2,928"
558,12-07-2012,"2,915"
559,13-07-2012,"2,923"
560,14-07-2012,"2,916"
561,15-07-2012,"2,922"
562,16-07-2012,"2,919"
563,17-07-2012,"2,927"
564,18-07-2012,"2,926"
565,19-07-2012,"2,922"
566,20-07-2012,"2,919"
567,21-07-2012,"2,925"
568,22-07-2012,"2,948"
569,23-07-2012,"2,961"
570,24-07-2012,"2,963"
571,25-07-2012,"2,959"
572,26-07-2012,"2,958"
573,27-07-2012,"2,958"
574,28-07-2012,"2,947"
575,29-07-2012,"2,951"
576,30-07-2012,"2,962"
577,31-07-2012,"2,967"
578,01-08-2012,"3,078"
579,02-08-2012,"3,077"
580,03-08-2012,"3,081"
581,04-08-2012,"3,088"
582,05-08-2012,"3,094"
583,06-08-2012,"3,094"
584,07-08-2012,"3,089"
585,08-08-2012,"3,074"
586,09-08-2012,"3,031"
587,10-08-2012,"3,033"
588,11-08-2012,"3,018"
589,12-08-2012,"3,013"
590,13-08-2012,"3,016"
591,14-08-2012,"3,016"
592,15-08-2012,"3,012"
593,16-08-2012,"3,002"
594,17-08-2012,"3,002"
595,18-08-2012,"2,999"
596,19-08-2012,"3,003"
597,20-08-2012,"3,003"
598,21-08-2012,"3,003"
599,22-08-2012,"2,992"
600,23-08-2012,"2,991"
601,24-08-2012,"2,976"
602,25-08-2012,"2,982"
603,26-08-2012,"2,990"
604,27-08-2012,"2,990"
605,28-08-2012,"2,989"
606,29-08-2012,"2,956"
607,30-08-2012,"2,963"
608,31-08-2012,"2,957"
609,01-09-2012,"3,122"
610,02-09-2012,"3,118"
611,03-09-2012,"3,122"
612,04-09-2012,"3,114"
613,05-09-2012,"3,126"
614,06-09-2012,"3,139"
615,07-09-2012,"3,130"
616,08-09-2012,"3,151"
617,09-09-2012,"3,149"
618,10-09-2012,"3,153"
619,11-09-2012,"3,185"
620,12-09-2012,"3,194"
621,13-09-2012,"3,165"
622,14-09-2012,"3,178"
623,15-09-2012,"3,188"
624,16-09-2012,"3,186"
625,17-09-2012,"3,188"
626,18-09-2012,"3,182"
627,19-09-2012,"3,183"
628,20-09-2012,"3,186"
629,21-09-2012,"3,188"
630,22-09-2012,"3,188"
631,23-09-2012,"3,188"
632,24-09-2012,"3,128"
633,25-09-2012,"3,144"
634,26-09-2012,"3,144"
635,27-09-2012,"3,127"
636,28-09-2012,"3,122"
637,29-09-2012,"3,134"
638,30-09-2012,"3,122"
639,01-10-2012,"3,108"
640,02-10-2012,"3,101"
641,03-10-2012,"3,102"
642,04-10-2012,"3,102"
643,05-10-2012,"3,100"
644,06-10-2012,"3,088"
645,07-10-2012,"3,084"
646,08-10-2012,"3,085"
647,09-10-2012,"3,092"
648,10-10-2012,"3,102"
649,11-10-2012,"3,129"
650,12-10-2012,"3,126"
651,13-10-2012,"3,125"
652,14-10-2012,"3,113"
653,15-10-2012,"3,105"
654,16-10-2012,"3,088"
655,17-10-2012,"3,098"
656,18-10-2012,"3,128"
657,19-10-2012,"3,127"
658,20-10-2012,"3,127"
659,21-10-2012,"3,130"
660,22-10-2012,"3,133"
661,23-10-2012,"3,131"
662,24-10-2012,"3,109"
663,25-10-2012,"3,118"
664,26-10-2012,"3,113"
665,27-10-2012,"3,071"
666,28-10-2012,"3,073"
667,29-10-2012,"3,098"
668,30-10-2012,"3,104"
669,31-10-2012,"3,099"
670,01-11-2012,"3,110"
671,02-11-2012,"3,154"
672,03-11-2012,"3,185"
673,04-11-2012,"3,222"
674,05-11-2012,"3,224"
675,06-11-2012,"3,224"
676,07-11-2012,"3,224"
677,08-11-2012,"3,184"
678,09-11-2012,"3,180"
679,10-11-2012,"3,172"
680,11-11-2012,"3,169"
681,12-11-2012,"3,162"
682,13-11-2012,"3,164"
683,14-11-2012,"3,164"
684,15-11-2012,"3,146"
685,16-11-2012,"3,143"
686,17-11-2012,"3,162"
687,18-11-2012,"3,168"
688,19-11-2012,"3,164"
689,20-11-2012,"3,164"
690,21-11-2012,"3,162"
691,22-11-2012,"3,134"
692,23-11-2012,"3,121"
693,24-11-2012,"3,113"
694,25-11-2012,"3,087"
695,26-11-2012,"3,050"
696,27-11-2012,"3,050"
697,28-11-2012,"3,045"
698,29-11-2012,"3,043"
699,30-11-2012,"3,094"
700,01-12-2012,"3,068"
701,02-12-2012,"3,070"
702,03-12-2012,"3,066"
703,04-12-2012,"3,066"
704,05-12-2012,"3,064"
705,06-12-2012,"3,069"
706,07-12-2012,"3,084"
707,08-12-2012,"3,083"
708,09-12-2012,"3,090"
709,10-12-2012,"3,090"
710,11-12-2012,"3,048"
711,12-12-2012,"3,045"
712,13-12-2012,"3,079"
713,14-12-2012,"3,110"
714,15-12-2012,"3,112"
715,16-12-2012,"3,121"
716,17-12-2012,"3,118"
717,18-12-2012,"3,117"
718,19-12-2012,"3,114"
719,20-12-2012,"3,134"
720,21-12-2012,"3,134"
721,22-12-2012,"3,134"
722,23-12-2012,"3,134"
723,24-12-2012,"3,128"
724,25-12-2012,"3,109"
725,26-12-2012,"3,096"
726,27-12-2012,"3,095"
727,28-12-2012,"3,098"
728,29-12-2012,"3,111"
729,30-12-2012,"3,111"
730,31-12-2012,"3,107"
731,01-01-2013,"2,987"
732,02-01-2013,"3,004"
733,03-01-2013,"3,025"
734,04-01-2013,"3,031"
735,05-01-2013,"3,033"
736,06-01-2013,"3,033"
737,07-01-2013,"3,032"
738,08-01-2013,"3,047"
739,09-01-2013,"3,067"
740,10-01-2013,"3,074"
741,11-01-2013,"3,057"
742,12-01-2013,"3,057"
743,13-01-2013,"3,056"
744,14-01-2013,"3,061"
745,15-01-2013,"3,058"
746,16-01-2013,"3,084"
747,17-01-2013,"3,074"
748,18-01-2013,"3,074"
749,19-01-2013,"3,079"
750,20-01-2013,"3,077"
751,21-01-2013,"3,074"
752,22-01-2013,"3,074"
753,23-01-2013,"3,079"
754,24-01-2013,"3,086"
755,25-01-2013,"3,088"
756,26-01-2013,"3,090"
757,27-01-2013,"3,080"
758,28-01-2013,"3,066"
759,29-01-2013,"3,096"
760,30-01-2013,"3,083"
761,31-01-2013,"3,083"
762,01-02-2013,"2,955"
763,02-02-2013,"2,974"
764,03-02-2013,"2,962"
765,04-02-2013,"2,954"
766,05-02-2013,"2,961"
767,06-02-2013,"2,949"
768,10-02-2013,"2,947"
769,11-02-2013,"2,929"
770,13-02-2013,"2,955"
771,14-02-2013,"3,004"
772,15-02-2013,"3,017"
773,16-02-2013,"3,020"
774,17-02-2013,"3,015"
775,18-02-2013,"3,014"
776,19-02-2013,"3,047"
777,20-02-2013,"3,058"
778,21-02-2013,"3,081"
779,22-02-2013,"3,081"
780,23-02-2013,"3,060"
781,24-02-2013,"3,029"
782,25-02-2013,"3,001"
783,26-02-2013,"3,004"
784,27-02-2013,"2,993"
785,28-02-2013,"2,986"
786,01-03-2013,"2,941"
787,02-03-2013,"2,934"
788,03-03-2013,"2,945"
789,04-03-2013,"2,945"
790,05-03-2013,"2,946"
791,06-03-2013,"2,944"
792,07-03-2013,"2,940"
793,08-03-2013,"2,970"
794,09-03-2013,"2,968"
795,10-03-2013,"2,967"
796,11-03-2013,"2,963"
797,12-03-2013,"2,970"
798,13-03-2013,"2,949"
799,14-03-2013,"2,938"
800,15-03-2013,"2,938"
801,16-03-2013,"2,937"
802,17-03-2013,"2,932"
803,18-03-2013,"2,929"
804,19-03-2013,"2,942"
805,20-03-2013,"2,932"
806,21-03-2013,"2,931"
807,22-03-2013,"2,935"
808,23-03-2013,"2,933"
809,24-03-2013,"2,917"
810,25-03-2013,"2,939"
811,26-03-2013,"2,948"
812,27-03-2013,"2,959"
813,28-03-2013,"2,962"
814,29-03-2013,"2,974"
815,30-03-2013,"2,970"
816,31-03-2013,"2,950"
817,01-04-2013,"2,688"
818,02-04-2013,"2,707"
819,03-04-2013,"2,719"
820,04-04-2013,"2,708"
821,05-04-2013,"2,697"
822,06-04-2013,"2,643"
823,07-04-2013,"2,618"
824,08-04-2013,"2,611"
825,09-04-2013,"2,606"
826,10-04-2013,"2,606"
827,11-04-2013,"2,582"
828,12-04-2013,"2,570"
829,13-04-2013,"2,539"
830,14-04-2013,"2,546"
831,15-04-2013,"2,547"
832,16-04-2013,"2,548"
833,17-04-2013,"2,794"
834,18-04-2013,"2,783"
835,19-04-2013,"2,819"
836,20-04-2013,"2,908"
837,21-04-2013,"2,922"
838,22-04-2013,"2,949"
839,23-04-2013,"2,950"
840,24-04-2013,"2,976"
841,25-04-2013,"2,972"
842,26-04-2013,"2,905"
843,27-04-2013,"2,877"
844,28-04-2013,"2,882"
845,29-04-2013,"2,913"
846,30-04-2013,"2,941"
847,01-05-2013,"2,693"
848,02-05-2013,"2,657"
849,03-05-2013,"2,640"
850,04-05-2013,"2,624"
851,05-05-2013,"2,639"
852,06-05-2013,"2,642"
853,07-05-2013,"2,642"
854,08-05-2013,"2,626"
855,09-05-2013,"2,596"
856,10-05-2013,"2,605"
857,11-05-2013,"2,588"
858,12-05-2013,"2,542"
859,13-05-2013,"2,585"
860,14-05-2013,"2,581"
861,15-05-2013,"2,584"
862,16-05-2013,"2,589"
863,17-05-2013,"2,621"
864,18-05-2013,"2,672"
865,19-05-2013,"2,671"
866,20-05-2013,"2,699"
867,21-05-2013,"2,685"
868,22-05-2013,"2,660"
869,23-05-2013,"2,697"
870,24-05-2013,"2,672"
871,25-05-2013,"2,663"
872,26-05-2013,"2,696"
873,27-05-2013,"2,696"
874,28-05-2013,"2,684"
875,29-05-2013,"2,683"
876,30-05-2013,"2,655"
877,31-05-2013,"2,639"
878,01-06-2013,"2,567"
879,02-06-2013,"2,556"
880,03-06-2013,"2,489"
881,04-06-2013,"2,540"
882,05-06-2013,"2,580"
883,06-06-2013,"2,654"
884,07-06-2013,"2,668"
885,08-06-2013,"2,701"
886,09-06-2013,"2,696"
887,10-06-2013,"2,673"
888,11-06-2013,"2,693"
889,12-06-2013,"2,786"
890,13-06-2013,"2,785"
891,14-06-2013,"2,778"
892,15-06-2013,"2,786"
893,16-06-2013,"2,781"
894,17-06-2013,"2,759"
895,18-06-2013,"2,774"
896,19-06-2013,"2,763"
897,20-06-2013,"2,776"
898,21-06-2013,"2,759"
899,22-06-2013,"2,759"
900,23-06-2013,"2,752"
901,24-06-2013,"2,749"
902,25-06-2013,"2,749"
903,26-06-2013,"2,710"
904,27-06-2013,"2,693"
905,28-06-2013,"2,680"
906,29-06-2013,"2,680"
907,30-06-2013,"2,679"
908,01-07-2013,"2,802"
909,02-07-2013,"2,815"
910,03-07-2013,"2,763"
911,04-07-2013,"2,763"
912,05-07-2013,"2,743"
913,06-07-2013,"2,725"
914,07-07-2013,"2,703"
915,08-07-2013,"2,726"
916,09-07-2013,"2,750"
917,10-07-2013,"2,671"
918,11-07-2013,"2,671"
919,12-07-2013,"2,671"
920,13-07-2013,"2,665"
921,14-07-2013,"2,636"
922,15-07-2013,"2,629"
923,16-07-2013,"2,636"
924,17-07-2013,"2,645"
925,18-07-2013,"2,674"
926,19-07-2013,"2,661"
927,20-07-2013,"2,648"
928,21-07-2013,"2,615"
929,22-07-2013,"2,599"
930,23-07-2013,"2,604"
931,24-07-2013,"2,590"
